composition,id,energyperatom
K1N1O3,icsd_428909,-5.712824630499999
K1N1O3,icsd_028077,-5.7161707935
I6Te1Tl2,icsd_099128,-2.27953040833
Na3O1P1S3,icsd_098651,-4.5608474043800005
Bi1Cl1O2Pb1,icsd_031860,-5.194539257
O7P2Pb1Zn1,icsd_039399,-6.55250043227
Cd1Hg2O6Se1,icsd_413288,-4.122636891
As2In1Na1O7,icsd_059304,-5.81655369273
P2S6Sr2,icsd_405191,-5.0249144685000005
Bi2Cl8Hg3Te2,icsd_195682,-2.728841053
Bi2Cl8Hg3Te2,icsd_237619,-2.72879411367
Cd1Li1O4P1,icsd_071862,-6.03209808357
Cd1Li1O4P1,icsd_065050,-6.032593495
B2Ba2Ca1O6,icsd_080429,-7.28909545091
Al1B1Li2O4,icsd_050612,-6.818764936869999
Al2Be1O4,icsd_190124,-7.41117301643
B2K1O6Sb1,icsd_238073,-6.864834598
Ga1K1O6Se2,icsd_250870,-5.36492734275
Cs1Hg1N3O6,icsd_028645,-4.51728174909
I1N1Zn2,icsd_425735,-3.3189914718700004
Hg1I1N1O3,icsd_032580,-4.38067196833
Ge4I4S6,icsd_024371,-3.84742962143
O4P1Tl1Zn1,icsd_074811,-5.9308637203600005
Pb4Rb4,icsd_409436,-2.56189383281
Ba3Pb5,icsd_165184,-3.55268296813
Pb4Sr5,icsd_648569,-3.09807913556
Ga2O6Te1,icsd_078346,-5.803354271109999
As2Cs2Se9Sn1,icsd_281267,-3.77102058143
Br2Hg2Pb1S2,icsd_085585,-2.74020080643
Cl2O1,icsd_407768,-2.6242057525
Ba1O1S1Zn1,icsd_171239,-4.85476485875
As2In1O7Rb1,icsd_415930,-5.8077912086399985
Bi4I2O5,icsd_412590,-5.12484595045
Cl1Se2Tl5,icsd_075959,-3.10904640063
As2O6Zn3,icsd_248274,-5.2798456525
As2O6Zn3,icsd_010400,-5.28987923136
Bi3Cl5O10Te4,icsd_168978,-4.8720798081800005
C4Na2O4,icsd_154355,-6.862393998
Ga2K2O24P8,icsd_200610,-6.850647416669999
Cl1N6Sb1,icsd_411493,-6.5345060343800005
Br1Hg1I1,icsd_109010,-1.53311922167
Bi2Mg1O6,icsd_050005,-5.65664359278
Cs2O4S1,icsd_000438,-5.49085674357
Bi1Cl6Tl3,icsd_421317,-3.2519805930000003
C3Cs2O9Sr2,icsd_169231,-6.83793545969
B2Ca2O7Si1,icsd_005244,-7.63421996625
Ba3O6Sb2,icsd_413764,-6.18398842697
O3Pb1Zn1,icsd_196158,-5.043640498
Cl2O5Sb4,icsd_002233,-5.36433628545
Br1P7Sr2,icsd_429306,-5.014042442
B2Be2O7Sr2,icsd_079025,-7.32456135
Al12Ca8O24S2,icsd_067589,-7.103184703039999
Cs3O3Sb1,icsd_279580,-4.58136413679
Cs4Sn2Te7,icsd_040557,-3.2564973957700003
Br2Na4O1,icsd_067283,-3.37430932143
As6Cl2O18Pb10,icsd_241164,-5.64211779444
Mg5Na2O16P4,icsd_075271,-6.665370758890001
Bi2Ca4O1,icsd_416137,-4.5234637842900005
C2B12Mg1,icsd_416801,-6.851737504330001
K1O3P1,icsd_026147,-6.51266173825
K1O3P1,icsd_026148,-6.5008101285
C2O4Rb2,icsd_165563,-6.479436808119999
C2O4Rb2,icsd_165562,-6.48845458625
Cl10N2Si4,icsd_065953,-4.756461675940001
B1Cs1O2,icsd_074888,-6.6019915970800005
Li2Mg1Pb1,icsd_104746,-2.5127373375
Br14Ga4Te4,icsd_415090,-2.8319075386400003
Ge1I1O6Rb1,icsd_073613,-5.14423989
P2Rb4S6,icsd_426908,-4.2363915843800015
Na15Pb4,icsd_644933,-1.95507656711
Cl1O4Tl1,icsd_033564,-4.14538580167
Hg2P2S6,icsd_002564,-3.811206422
B3Rb3S6,icsd_079615,-4.86433149708
Li1O9P3Pb1,icsd_001123,-6.82048406607
C1K1N3O2,icsd_408287,-6.6136385653600005
B1Ca2Cl1O3,icsd_188039,-6.74073778643
O17P6Sr2,icsd_014037,-7.140829986
Ba4Na1O12Sb3,icsd_160173,-6.179330245
Na1O8Sb5,icsd_028494,-5.81470229321
O7P2Sr2,icsd_016947,-7.20774032614
O7P2Sr2,icsd_034467,-7.207736938639997
I6Pb1Tl4,icsd_100069,-2.68691551091
S5Sn2Tl2,icsd_015494,-4.10117810389
Bi1P2S7Tl2,icsd_171218,-4.42224471042
Ba2Br2O1,icsd_423479,-4.841043829
N4S4,icsd_051516,-5.65301339562
N4S4,icsd_109098,-5.65308121969
Na2O12P4Sr1,icsd_037171,-6.83444435
Cl2O7,icsd_063680,-3.8893217072199993
In1O9P3,icsd_039710,-6.92020337
Na1O12P3Sn4,icsd_409786,-6.560978799500001
Cl6Cs2Se1,icsd_026693,-2.97466012778
Bi1Cs3Se3,icsd_085410,-3.41378861214
Bi1Li3O4,icsd_109087,-5.256755599690001
C4Cd1N6,icsd_413334,-7.56185281773
C2Ba1N2S2,icsd_094428,-6.884475320710001
I4O12Zn2,icsd_415821,-4.36526120139
Br5Cs1Sn2,icsd_151987,-3.2003976
K1Na1O7S2,icsd_413050,-5.709087273180001
C4Cs1K1N6,icsd_428976,-7.38942107271
C2Ba1Mg1O6,icsd_030974,-7.231666473
C2Ba1Mg1O6,icsd_193063,-7.237028862000001
C2Ba1Mg1O6,icsd_024435,-7.231682758
C2Ba1Mg1O6,icsd_193059,-7.237079636
K1O5Sb3,icsd_028493,-5.71749033889
Al2Cl8N4S4,icsd_032669,-4.50520956361
Bi2O12S3,icsd_193352,-6.00476158118
As1Se4Tl3,icsd_611390,-3.4958192621900004
Bi24Ge2O40,icsd_068431,-5.90798089212
P2Pb2Se6,icsd_040757,-4.2346192285000015
P2Pb2Se6,icsd_647914,-4.2341803425
C8O4Se2,icsd_172229,-7.09851433893
Al2Cs2O9P2,icsd_280275,-6.87296514267
Cs1I1O4,icsd_089509,-4.385287535
Bi1Na3O4,icsd_010319,-4.878628551869999
Cl2O6Pb1,icsd_040286,-4.32115552611
Cs2O3Te1,icsd_059164,-4.7853837308300005
C8Cs1,icsd_074641,-8.32101152296
C1B1Li1,icsd_078731,-6.311886175
C1Li1N1,icsd_077321,-6.6520641000000005
C1K1Li1O3,icsd_092571,-6.2953158708300005
I1Se2Tl5,icsd_151992,-2.98939085
B2Ge3K2O10,icsd_260114,-6.64051253
Cl1Na1O2,icsd_000022,-3.89134786625
Na5Sn3Tl1,icsd_107517,-2.5306851525
Cl16O6P4Sn2,icsd_026182,-4.3433983732099986
As2Ba3O8,icsd_404438,-6.46959723615
O6Sb4,icsd_036145,-5.9605935435
Ca2Pb1,icsd_191749,-3.07788710333
Ca2Pb1,icsd_191271,-3.11544864417
Ca4O1Sb2,icsd_016353,-4.66158233571
I3S2Sb1Sn2,icsd_023344,-3.44883868438
Ba1Br2O6,icsd_066035,-4.55931963389
Ba1Br2O6,icsd_040287,-4.55291418167
Cl4Hg3S2Zn1,icsd_420783,-2.289055906
Ca1Li1O4P1,icsd_066387,-6.85370897548
C12N16,icsd_248326,-8.336158581789999
As2Cs2Sn1,icsd_071226,-3.454893962
Ca2I1Na1O6,icsd_425448,-5.474096703
I1Na1O4,icsd_014287,-4.38359707083
Be2K2O15Si6,icsd_060284,-7.393874955599999
Pb1Sr1,icsd_105623,-3.241111985
K2O12Te4,icsd_001728,-5.28419929611
Ca3O6Te1,icsd_016362,-6.303326172999999
Sb2Tl7,icsd_052288,-2.79134993296
Br1O12P3Sr5,icsd_409481,-6.93710111214
Ba1Be1O4Si1,icsd_086792,-7.350972645710001
O7Rb2Se2,icsd_428749,-5.04910945591
Bi1I1O4,icsd_262019,-5.0012802125
Ge1Na2O6Te1,icsd_088789,-5.552034834500001
N9P1S1,icsd_261980,-6.992514949089999
Ca1Hg1Sn1,icsd_659596,-2.54730715
Ca1Hg1Sn1,icsd_602726,-2.61221246833
B3O9Rb1Zn4,icsd_092616,-6.106533385880001
Cl3Hg1N3S4,icsd_001350,-4.22968068091
I1Na1O6Sr2,icsd_425447,-5.403152724500001
Sn2Sr1Zn2,icsd_424108,-2.8067857860000003
B1Ga1O3,icsd_429062,-7.018124885
As2O13Pb8,icsd_099432,-5.74617247
C1O1,icsd_040937,-7.10270808375
Ge1O12Pb2Se4,icsd_424286,-5.53450974211
C1Cl2N2Sr2,icsd_391257,-6.24739464
Cl8O2Se2Sn1,icsd_035477,-3.4091889080799995
Ba2O1Te1,icsd_428396,-5.15321493375
K10Pb48,icsd_410090,-3.35150333862
I4In1Na1O12,icsd_422057,-4.53475933472
Be8Na5O11Rb1,icsd_065482,-5.939976176
O3S1,icsd_077378,-5.70100768375
O3S1,icsd_024723,-5.69771994125
B1Li1O2,icsd_016568,-6.991138575630001
B1Li1O2,icsd_034256,-7.00900018
Ca1O6Sb2,icsd_074539,-6.36192854778
B1K1Mg1O3,icsd_174336,-6.464309383330001
Ba4Ga4Se12Sn1,icsd_194191,-4.30176422357
Ba2Ca1O6Te1,icsd_246112,-6.257881948
As1Ga1O4,icsd_086217,-6.05313075222
As1Ga1O4,icsd_423937,-6.051906819169999
C4N3Rb1,icsd_428450,-7.637322170619999
As2O6Sr1,icsd_420297,-6.29885161556
As2O6Sr1,icsd_420296,-6.29850151444
As1O4P1,icsd_031879,-6.684923008330001
N9Sb1,icsd_413359,-7.106020114500001
N9Sb1,icsd_422405,-7.11080385
Cl6O1Sr4,icsd_402497,-4.64607945455
Bi1Ca1Cl1O2,icsd_084635,-5.6114284020000005
Hg1O3Te1,icsd_061673,-4.4173039305
O8Te3Zn2,icsd_050705,-5.1551030196199985
Ba4Br6O1,icsd_391435,-4.39409840318
Ga1O6Sb1Sr2,icsd_157018,-6.245410708
Ga1O6Sb1Sr2,icsd_157015,-6.258070339
Bi1Li1O3,icsd_082277,-5.41126041625
Ca7Li5Sn11,icsd_170651,-3.43122059109
Al4Bi4Cl16Se4,icsd_414155,-3.83399949714
Cl1O4Sb3,icsd_410039,-5.553130620619999
C1Li4O4,icsd_245391,-5.75066846333
C1Li4O4,icsd_245390,-5.79061885111
C1Li4O4,icsd_245396,-5.6069715788900005
C1Li4O4,icsd_245388,-5.61405139222
C1Li4O4,icsd_245401,-5.76079672222
C1Li4O4,icsd_245402,-5.76715243056
C1Li4O4,icsd_245404,-5.78847982333
C1Li4O4,icsd_245394,-5.74893158778
C1Li4O4,icsd_245393,-5.80105829111
C1Li4O4,icsd_245403,-5.8016585988900005
Al2Br6N2Se2,icsd_082802,-3.99010930417
K10Sb6Sn2,icsd_057401,-2.85387308861
Be1P2Si1,icsd_237066,-5.3722355425
C2Na2O4,icsd_171458,-6.55773392125
Ca1O3Te1,icsd_260238,-5.990822464
Ca1O3Te1,icsd_238569,-5.978777332999999
C2N2S2Se1,icsd_026610,-6.19518847321
C1Mg1O3,icsd_161821,-6.697311956
C1Mg1O3,icsd_180347,-7.087113284
C1Mg1O3,icsd_080870,-7.08719444
Be1O6P2,icsd_100404,-7.206785635
Be1O6P2,icsd_001291,-7.20734460722
K4O7P2,icsd_187834,-6.05557142115
Cl12O4P2Sb2,icsd_049749,-4.09594374925
Bi1Cl1O3Se1,icsd_098000,-5.04572905083
Bi1Cl1O3Se1,icsd_411169,-5.05154970458
Bi2O5Te1,icsd_280627,-5.71981620594
Cd2O7Te2,icsd_413057,-4.97379277068
O3Se1Sr1,icsd_159881,-5.90076129
O3Se1Sr1,icsd_419386,-5.9005461
Mg1O7S2,icsd_426707,-6.042001159500001
Pb1Rb1,icsd_648412,-2.5618958318700003
Bi1Cd1Cl1O2,icsd_280770,-4.561472944
N1Na1O2,icsd_043485,-5.6449606425
N1Na1O2,icsd_076000,-5.64490817
I3Pb1Tl1,icsd_001199,-2.789369699
Hg3O10Se1Te2,icsd_429330,-4.43900836312
C1O1S1,icsd_033540,-6.4909201233300005
I2K4O9,icsd_025694,-4.472224262669999
K2O7P2Sn1,icsd_419264,-6.427511634169999
Ba1O7Te2Zn1,icsd_262409,-5.55565531773
Al5Ba5Pb1,icsd_416337,-3.24536608182
Hg2I1O1,icsd_033275,-2.0524271125
K2O6S3,icsd_026719,-5.45715288114
In1P2S6Tl1,icsd_195323,-4.4040384865
Cd1O7P2Sr1,icsd_072672,-6.70854846295
Mg3O8P2,icsd_009849,-6.85028317115
Mg3O8P2,icsd_031005,-6.868758766919999
As2Ba4O1,icsd_033905,-4.62084222857
B1K1N2Na2,icsd_236557,-5.01482337333
I1K3O1,icsd_036512,-3.214539774
Cs2I6Te1,icsd_038105,-2.38344172111
Be1Na2O4Si1,icsd_034564,-6.42409996656
P2S6Sb1Tl1,icsd_195327,-4.5146677545
O25P6Si5,icsd_072998,-7.46102590528
Cl2O6,icsd_062063,-3.88071910188
As1Br1Hg3O4,icsd_411758,-3.68020824833
B1Na1O3Sr1,icsd_239003,-6.61971078333
B6Ge2O16Sr3,icsd_237374,-7.43734669519
B1Na1O8Si3,icsd_016907,-7.55553045577
Br3Cs1Sn1,icsd_004071,-3.225300882
Ba3Bi1Cl3O3,icsd_069618,-5.36521894175
I1O4P1Sr2,icsd_427717,-6.4562461521899985
Ba5Br1O12P3,icsd_409482,-6.9668509509500005
K6Se6Sn2,icsd_410863,-3.54700237286
C2Bi2Ca1O8,icsd_094741,-6.69700682615
B1Na1O2,icsd_034645,-6.71396889875
Li4O5Se1,icsd_092395,-5.1928979365
Br1Na1O3,icsd_031166,-3.5249875810000004
Cl1In1O1,icsd_024058,-4.57477137667
Ca1K1O9P3,icsd_281588,-6.981384405
Ba5Cd2O2Sb4,icsd_423458,-4.22059872769
As3Ba5Cl1O12,icsd_260065,-6.354545363810001
Cd2P2S6,icsd_657320,-4.147990492
O7Te3Tl2,icsd_150779,-5.063319265
Cd2O7Sb2,icsd_077064,-5.42512779227
Cd2O7Sb2,icsd_165168,-5.4342589745500005
Cl1O12P3Sr5,icsd_002089,-6.979397355710001
C2N4S4,icsd_170226,-6.37620853025
Ba3Mg1O9Sb2,icsd_033527,-6.308794538
B7Na3O12,icsd_099049,-7.37461548773
B1K1Na2O3,icsd_033261,-5.57596514643
C2B1N1,icsd_191798,-8.45340357
C2B1N1,icsd_093040,-8.45340525375
C2B1N1,icsd_093041,-8.458657265
As2Mg2O7,icsd_023548,-6.126984351819999
C1Ca10O27P6,icsd_289992,-7.247887354089999
Cl2O4Sr1,icsd_171021,-4.4264440914300005
O6P4,icsd_024407,-6.6532236185
B2Ca1O6Sn1,icsd_030998,-7.321504298
B18Hg2Rb4Se18,icsd_410758,-4.9048864000000005
K2S10Sb2Sn3,icsd_428443,-4.304861194119999
Cd1I2O6,icsd_001397,-4.29728981611
Bi1Te2Tl1,icsd_617200,-3.48553382
O10P2Sn5,icsd_418458,-6.45445914176
C8B2Hg1N8,icsd_412297,-7.62510396842
C1O3Sr1,icsd_166088,-7.355100355
As2Ca4O1,icsd_068203,-4.90548183143
Ge2K1O12P3,icsd_066825,-6.777924609169999
Ba2Br1In1O3,icsd_081878,-5.50327449143
B1Ge2K1O6,icsd_281258,-6.617134805499999
Rb2Sb4Zn5,icsd_290263,-2.4766620986400003
Be4O7Te1,icsd_001322,-6.583652936669999
Al2Cl8Sb10Se10,icsd_422619,-3.92534430033
C1N6O1,icsd_174516,-7.46806843781
In1Na3O8P2,icsd_090941,-6.21999829964
Bi2O3,icsd_027152,-5.62243234967
Bi2O3,icsd_422451,-5.7716890705
Bi2O3,icsd_172529,-5.8118494310000015
Bi2O3,icsd_168808,-5.660925806
Bi2O3,icsd_028443,-5.791264336
Bi2O3,icsd_037367,-5.473011894
Bi2O3,icsd_168810,-5.754374055
Bi2O3,icsd_168812,-5.815090323
Bi2O3,icsd_168809,-5.473011911
Bi2O3,icsd_168567,-5.8311246015
Bi2O3,icsd_186365,-5.75593899
Bi2O3,icsd_421855,-5.786992373
Bi2O3,icsd_168813,-5.77439967975
Bi2O3,icsd_168807,-5.685557983
Bi2O3,icsd_168815,-5.8155921055
Bi2O3,icsd_168811,-5.7726236965
C1Bi2O5,icsd_094740,-6.43985695
Ge1P4Rb4S12,icsd_237791,-4.47070738262
Hg2Sn2Sr1,icsd_428765,-2.409635191
B18Cs8Se18,icsd_406703,-4.93105952932
K1O7Sb1Zn4,icsd_421546,-4.979370855380001
B1Cs1Na2O3,icsd_067524,-5.51137548357
Cl1K1O3,icsd_016690,-4.242015761
Cl1K1O3,icsd_001724,-4.241028141
Cl1K1O3,icsd_188311,-4.223201212
Hg1N3O6Tl1,icsd_028646,-4.45270382
K2O7P2Sr1,icsd_039468,-6.61026288604
As6Na10Sn2,icsd_040559,-3.13916326444
B2Bi2O7Zn1,icsd_152281,-6.58364462125
B3K3O6,icsd_031686,-6.69890075333
Cl6I2,icsd_024714,-1.96210467125
Cd1O4S1,icsd_060571,-5.4535453483300005
Cd1O4S1,icsd_025772,-5.44104108583
Cd1O4S1,icsd_009723,-5.376942580830001
B4O7Sr1,icsd_095300,-7.863832724580001
B1O5P1Pb1,icsd_093598,-7.160882551669999
B2Ba1O4,icsd_069319,-7.68193048405
B2Ba1O4,icsd_280509,-7.681963636669999
B2Ba1O4,icsd_014376,-7.68146819548
Cs3S4Sb1,icsd_409619,-3.82870276906
C1N2Pb1,icsd_410915,-7.20866426
C1N2Pb1,icsd_016600,-7.208289923130001
B3Be2K1O7,icsd_248202,-7.38274995
Bi2Ga4Se8,icsd_408442,-3.98099103821
Na3Sb1Se3,icsd_425125,-3.48524961179
Li2O7S2,icsd_188009,-5.836514841819999
O7P4Se1,icsd_405209,-6.50605993125
Bi2O5Si1,icsd_030995,-6.63717489625
As2Ba2O2Zn3,icsd_067998,-4.24826396333
B2Be1Na2O5,icsd_249341,-6.8177144985
Cl4O1Rb6,icsd_405193,-3.3261265354500003
Be2Ca1P2,icsd_616191,-4.79552889
Bi2Cs3,icsd_240017,-2.486533464
As2O3,icsd_238643,-6.0428864395
As2O3,icsd_183096,-6.0251829465
As2O3,icsd_238655,-6.040860096
As2O3,icsd_016850,-6.03457696
As2O3,icsd_183097,-5.980936455
O5Te2,icsd_002523,-5.35786749786
P1S4Sn1Tl1,icsd_068294,-4.436993245
C2B2Mg1,icsd_079587,-6.82196167875
C2B2Mg1,icsd_421839,-6.813204485
Hg1Na1O4P1,icsd_032511,-5.527920895
O15S2Sb6,icsd_250669,-6.00400306609
Be2O10P3Rb1,icsd_072985,-7.043533024369999
B4Hg1O7,icsd_415347,-7.1432922875
Cl2Cs1I1,icsd_023982,-2.63616974
Ba1I2O6,icsd_023276,-4.92354362222
Al1Cl4Sb2Se2,icsd_428755,-3.85716140611
Cs3S3Sb1,icsd_426551,-3.71677625857
Bi7Cs3Se12,icsd_061785,-3.93330073045
C2B2Ca1,icsd_166515,-6.937188391
C2B2Ca1,icsd_088019,-7.096076476
C2B2Ca1,icsd_041788,-6.9371884060000015
Br6Hg7P4,icsd_073818,-2.25065254971
Ba1Pb1,icsd_616019,-3.4023994425
B3O6Rb3,icsd_059826,-6.639813053330001
Cs2O4Se1,icsd_066526,-4.97663354571
B3K1O5,icsd_423027,-7.493836103060001
I6O18Tl4,icsd_247060,-4.33254719607
N2S4,icsd_201218,-5.082464415
Ca5O14Te3,icsd_245873,-6.125376692050001
Ga2Ge1S6Sn1,icsd_195177,-4.439311
I4Se1Tl6,icsd_040520,-2.75533533
C1Se2,icsd_060374,-4.72600312333
C2Cs1Na1,icsd_189824,-4.875117868119999
C1Cl6N1Sb1,icsd_279639,-3.95617355444
Hg1K1S3Sb1,icsd_063623,-3.5105899075
P1Se4Tl3,icsd_061056,-3.64706839406
B1Ba1O5P1,icsd_050875,-7.507763464169999
B1Ba1O5P1,icsd_099842,-7.507774896669999
O8P2Pb3,icsd_093443,-6.60482392
O6P2Sr1,icsd_280041,-7.1809701525
Cl1Hg3I1S2,icsd_098907,-2.07814068821
Ba2Ga1Sb1Te5,icsd_425158,-3.92196613361
Cs3Sb1Se3,icsd_089609,-3.43775396143
Cl1O3Tl1,icsd_076434,-4.059115938
Ba3N2O1Zn1,icsd_055536,-5.10037599429
Ca2O8Se3,icsd_054155,-5.80339400077
As1Li1O3,icsd_016617,-5.8084267270000005
As1Li1O3,icsd_202862,-5.857575975
Bi1K3O3,icsd_407293,-4.58483891179
O3Te1Tl2,icsd_409430,-4.717085293119999
Ba3Br2In2O5,icsd_071603,-5.3950377825
Sn1Te5Tl2,icsd_073666,-3.252043615
As2Cd1O6,icsd_280576,-5.68208373556
C1Na2O3,icsd_080998,-6.115549195830001
C1Na2O3,icsd_081006,-6.099441615830001
K2P2Se6,icsd_173417,-3.918936232
Bi4O7,icsd_051778,-5.77468094636
Cd2O12P4,icsd_260975,-6.54714820556
B3Ba3In1O9,icsd_181343,-7.143726136880001
Cs2P2S6,icsd_033277,-4.441989419
K4N2O14S4,icsd_016879,-5.702363878330001
Na2O7Sb4,icsd_000914,-5.63513234885
Ba3Cl2In2O5,icsd_069636,-5.5145494708300005
C6Cs2N9Na1,icsd_407809,-7.38850415389
As1Ba1K1Se3,icsd_427690,-4.13820966125
Ge1O4Pb1Sr1,icsd_427843,-6.26118054
B3Ba5Br1O9,icsd_422557,-6.95559026722
K2O7P2Zn1,icsd_095959,-6.2491561675
O12Te1Tl6,icsd_037134,-4.82312834579
Bi1I1O1,icsd_391354,-4.48813015667
Ga1N1O1Zn1,icsd_160637,-5.29046107094
Ba1O5Se2,icsd_054157,-5.68108434594
K3O4P1,icsd_158801,-5.74536508219
I1O5Rb3,icsd_004326,-4.36600268139
B3Be1Na1O6,icsd_248201,-7.42221135545
B3K1O9Zn4,icsd_092615,-6.11210177735
N6O14Zn1,icsd_422032,-5.7816140473800015
As6K10Sn2,icsd_409486,-3.04778898417
B18Cs4Hg2Se18,icsd_410759,-4.913318525709999
K2Se4Sn2,icsd_153907,-3.76528683
B1O5P1Sr1,icsd_087894,-7.48324953625
B1O5P1Sr1,icsd_097675,-7.483269697080001
C2B13,icsd_008030,-7.09873579867
Cl2Hg1O2Pb2,icsd_074973,-4.04064032857
As5Br3In4O12,icsd_422702,-5.41010255833
C3Al6N2,icsd_041260,-6.55162781909
C3Al6N2,icsd_654993,-6.55162331727
In2O7P2,icsd_412855,-6.546312650680001
O4Rb2Se1,icsd_060929,-4.995411725
Al4Bi4Cl16Te4,icsd_411714,-3.74522156429
Al4Bi2O9,icsd_020069,-6.970301504
Al4Bi2O9,icsd_236561,-6.970304292000001
As3Bi2K3O12,icsd_059887,-5.7666371275
O3Sn1Tl2,icsd_006325,-5.09888609667
P2Rb2Se6,icsd_173419,-3.89699767867
Cl2Cs1K1O8,icsd_022504,-4.31662869333
Li2O5Te2,icsd_026451,-5.34180523028
Al2B2K2O7,icsd_409420,-7.057011789489999
As1Cs3O4,icsd_412392,-5.051779837190001
Cl6Cs1Sb1,icsd_155691,-3.0925021806200004
Ba1Ca1Pb1,icsd_615799,-3.12880552917
Br6Cs2Sn1,icsd_158957,-2.99035896333
O2Te1,icsd_034422,-5.37598392167
O2Te1,icsd_166849,-5.36440873833
O2Te1,icsd_166847,-5.19972966
O2Te1,icsd_062898,-5.37599201
O2Te1,icsd_166848,-4.98063204
O2Te1,icsd_167817,-5.3730989325
O2Te1,icsd_166846,-5.2382852625
O2Te1,icsd_647520,-5.17796124
O2Te1,icsd_030222,-5.38568296625
Bi4Ge3O12,icsd_039231,-6.2150553328900005
Bi4Ge3O12,icsd_260560,-6.21431595132
Cl2Hg3O2,icsd_002137,-2.50870932714
B1Be1Li1O3,icsd_427287,-7.038219995
B2Be2O6Sr1,icsd_068996,-7.47928953273
C4O4Rb2,icsd_154356,-6.828104885
B2O3,icsd_034685,-7.991436999999999
B2O3,icsd_024047,-7.986928460669999
B2O3,icsd_051575,-7.98577557267
B1S2Tl1,icsd_071593,-4.79200465292
O6P4S1,icsd_069977,-6.47850765023
Na1O6Sb1Sr3,icsd_051259,-6.03332064364
Ge2N2O1,icsd_200849,-6.713534723
K2N2O5S1,icsd_165627,-5.76458076525
Mg1O7P2Sr1,icsd_280782,-7.086540821819999
C4Cs2O4,icsd_154357,-6.813145547
N2S2,icsd_037353,-5.5068212325
Al4Bi2Se8,icsd_408440,-4.38537837143
Bi2Cs3I9,icsd_023124,-2.71953809857
Bi2Cs3I9,icsd_411633,-2.7213357675
B2Cl4,icsd_014213,-4.20383424875
Se3Sn1Tl2,icsd_100707,-3.60161566208
Ba1O3Te1,icsd_010106,-5.926510903
B1Cl1Mg2N2,icsd_413908,-5.892619519580001
P2S6Tl2,icsd_038255,-4.357216554
I2O6,icsd_182673,-4.16866508
Cs2S3Te1,icsd_424890,-3.6314261325
Ca2Ge2Sn1,icsd_193226,-3.988085922
Cl6Cs4Pb1,icsd_025123,-3.43696308955
Cl6Cs4Pb1,icsd_062351,-3.43695751545
O6Pb1Se2,icsd_154718,-5.26977911556
Ca3Pb1,icsd_191270,-2.78963195
C4Ca1N6,icsd_411362,-8.03398121045
N2O6Sr1,icsd_035494,-6.27362499972
B1Ga1O4Pb1,icsd_279600,-6.64864654
Cl3N3O3S3,icsd_074821,-4.86261851104
Cl3N3O3S3,icsd_036088,-4.87453479042
Al1I3O9,icsd_152758,-4.87800906577
B18Rb8Se18,icsd_410757,-4.9256116125
Cs4O8P4S4,icsd_020543,-5.7743288725
Al12Cd8O24S2,icsd_078368,-6.24993191304
Br1K1O4,icsd_015222,-4.09689700333
As1Na1O3,icsd_016654,-5.63032561667
I2O6Pb1,icsd_426226,-4.62755451222
I2O6Pb1,icsd_074493,-4.63322215056
As2S6Sn1Tl2,icsd_300252,-4.19758017
Ca2P2Se6,icsd_412765,-4.462758443
As2O8Sr3,icsd_420295,-6.42634894385
Ba1Ge1O4Pb1,icsd_429369,-6.26032488393
N4O3S4,icsd_025508,-5.65028425545
Br2O2Pb3,icsd_095510,-4.59505810321
As2K4Se5,icsd_424534,-3.65561963023
Cs3Sb1Se4,icsd_404083,-3.48809386
O7P2Pb2,icsd_201748,-6.75634928227
Cl4I2O6Pb3,icsd_247144,-4.22003511867
Ba5In4S7Te4,icsd_428734,-4.3938393215
Ca1O8P2Zn2,icsd_202571,-6.48704878077
Cd1O3Se1,icsd_075274,-4.84856646225
Cd1O3Se1,icsd_075273,-4.839231617
B2Mg1O6Sn1,icsd_028266,-7.154688082000001
C4B1N4Rb1,icsd_414563,-7.6691936395
Mg1Sb2Si1,icsd_237071,-3.8444459225
C11N4,icsd_184896,-8.550573179330001
O11Rb2Sb4,icsd_260286,-5.83350971029
Al1O4P1,icsd_024511,-7.46237539
Al1O4P1,icsd_262932,-7.456905258330001
Al1O4P1,icsd_098380,-7.466699689169999
Al1O4P1,icsd_050107,-7.459487803330001
Al1O4P1,icsd_093122,-7.44162595125
Al1O4P1,icsd_279582,-7.464769338330001
Al1O4P1,icsd_417475,-7.467670036669999
Al1O4P1,icsd_159272,-7.358477766669999
Al1O4P1,icsd_091681,-7.46369418667
Al1O4P1,icsd_009643,-7.45817515722
Al1O4P1,icsd_159273,-7.125623073330001
Al1O4P1,icsd_158619,-7.45402872
Al1O4P1,icsd_095431,-7.457049778060001
Al1O4P1,icsd_162670,-7.10157850167
C3O2,icsd_411461,-7.6235907897500015
Mg2Pb1,icsd_642744,-2.29252289167
Mg2Pb1,icsd_166350,-2.29267768
Ge3O9Sb2,icsd_095735,-6.30346952857
K3O3Sb1,icsd_279579,-4.725236005
In1O6Sb1Sr2,icsd_154032,-6.1832596120000005
Cs2I4O11,icsd_420352,-4.35580577559
Ca3O8P2,icsd_188081,-7.18458638077
Be3K4O5,icsd_033808,-5.40347141625
As3Br1O6Pb2,icsd_190860,-5.62875765625
Br2O6Pb3Se2,icsd_424287,-4.964535945380001
Cl6Cs2Pb1,icsd_029033,-3.17747767
Ba1N2O4,icsd_029510,-6.41726157393
B4Cl4,icsd_027872,-4.630785400630001
Cl1N1O6,icsd_025817,-4.65135125
